	readability_1	readability_0	readability_3	readability_2	readability_4	readability_5	noun_ratio	verb_ratio	adj_ratio	adv_ratio	prep_ratio	conj_ratio	pron_ratio	word_count	grade	error_rate	augmented	Document
0	0.5877192982456141	0.20175438596491227	0.13157894736842105	0.06140350877192982	0.017543859649122806		0.38596491228070173	0.13157894736842105	0.06140350877192982	0.02631578947368421	0.12280701754385964	0.08771929824561403	0.03508771929824561	114	A1	0.22807017543859648	1	AR-030-97791
1	0.5631067961165048	0.20388349514563106	0.1553398058252427	0.04854368932038835	0.02912621359223301		0.4174757281553398	0.1650485436893204	0.06796116504854369	0.019417475728155338	0.11650485436893204	0.009708737864077669	0.019417475728155338	103	A2	0.05825242718446602	1	AR-030-97791
2	0.42857142857142855	0.17857142857142858	0.22023809523809523	0.10119047619047619	0.06547619047619048	0.005952380952380952	0.3869047619047619	0.13690476190476192	0.13690476190476192	0.005952380952380952	0.13095238095238096	0.0	0.017857142857142856	168	C1	0.041666666666666664	1	AR-030-97791
3	0.3935483870967742	0.2129032258064516	0.22580645161290322	0.07741935483870968	0.09032258064516129		0.4645161290322581	0.1032258064516129	0.11612903225806452	0.0064516129032258064	0.12903225806451613	0.0	0.01935483870967742	155	C2	0.04516129032258064	1	AR-030-97791
4	0.30357142857142855	0.09821428571428571	0.3482142857142857	0.1875	0.0625		0.3392857142857143	0.11607142857142858	0.23214285714285715	0.0	0.11607142857142858	0.026785714285714284	0.0	112	C1	0.008928571428571428	1	AR-130-119813
5	0.25555555555555554	0.12222222222222222	0.32222222222222224	0.23333333333333334	0.05555555555555555	0.011111111111111112	0.35555555555555557	0.15555555555555556	0.18888888888888888	0.0	0.08888888888888889	0.03333333333333333	0.0	90	C2	0.011111111111111112	1	AR-130-119813
6	0.5057471264367817	0.2988505747126437	0.034482758620689655	0.14942528735632185	0.011494252873563218		0.3448275862068966	0.12643678160919541	0.05747126436781609	0.022988505747126436	0.04597701149425287	0.06896551724137931	0.05747126436781609	87	A2	0.14942528735632185	1	AR-130-121991965
7	0.39325842696629215	0.24719101123595505	0.2247191011235955	0.1348314606741573			0.33707865168539325	0.20224719101123595	0.10112359550561797	0.02247191011235955	0.0449438202247191	0.0449438202247191	0.0	89	A1	0.06741573033707865	1	AR-130-121991965
8	0.30057803468208094	0.15028901734104047	0.28901734104046245	0.1907514450867052	0.057803468208092484	0.011560693641618497	0.42196531791907516	0.11560693641618497	0.1329479768786127	0.005780346820809248	0.1329479768786127	0.028901734104046242	0.0	173	C1	0.005780346820809248	1	AR-130-121991965
9	0.2722222222222222	0.16666666666666666	0.25555555555555554	0.19444444444444445	0.1	0.011111111111111112	0.46111111111111114	0.12222222222222222	0.12222222222222222	0.005555555555555556	0.10555555555555556	0.027777777777777776	0.0	180	C2	0.005555555555555556	1	AR-130-121991965
10	0.4578313253012048	0.3253012048192771	0.0963855421686747	0.10843373493975904	0.012048192771084338		0.39759036144578314	0.20481927710843373	0.024096385542168676	0.012048192771084338	0.03614457831325301	0.04819277108433735	0.0	83	A1	0.03614457831325301	1	AR-130-165859
11	0.494949494949495	0.31313131313131315	0.0707070707070707	0.10101010101010101		0.020202020202020204	0.3838383838383838	0.20202020202020202	0.030303030303030304	0.010101010101010102	0.08080808080808081	0.050505050505050504	0.0	99	A2	0.06060606060606061	1	AR-130-165859
12	0.3393939393939394	0.2	0.21212121212121213	0.18181818181818182	0.048484848484848485	0.01818181818181818	0.43636363636363634	0.12121212121212122	0.08484848484848485	0.006060606060606061	0.09090909090909091	0.012121212121212121	0.012121212121212121	165	C1	0.012121212121212121	1	AR-130-165859
13	0.3484848484848485	0.1893939393939394	0.2196969696969697	0.16666666666666666	0.06818181818181818	0.007575757575757576	0.3787878787878788	0.14393939393939395	0.09848484848484848	0.0	0.12121212121212122	0.015151515151515152	0.007575757575757576	132	C2	0.015151515151515152	1	AR-130-165859
14	0.5641025641025641	0.2692307692307692	0.08974358974358974	0.038461538461538464	0.01282051282051282	0.02564102564102564	0.28205128205128205	0.23076923076923078	0.01282051282051282	0.0	0.10256410256410256	0.038461538461538464	0.02564102564102564	78	A1	0.24358974358974358	1	AR-130-168718
15	0.5740740740740741	0.2777777777777778	0.06481481481481481	0.08333333333333333			0.28703703703703703	0.19444444444444445	0.07407407407407407	0.027777777777777776	0.1111111111111111	0.027777777777777776	0.0	108	A2	0.08333333333333333	1	AR-130-168718
16	0.37681159420289856	0.14009661835748793	0.17391304347826086	0.2560386473429952	0.04830917874396135	0.004830917874396135	0.4251207729468599	0.10144927536231885	0.15942028985507245	0.004830917874396135	0.11594202898550725	0.024154589371980676	0.0	207	C1	0.00966183574879227	1	AR-130-168718
17	0.38839285714285715	0.15625	0.16517857142857142	0.22321428571428573	0.0625	0.004464285714285714	0.4375	0.10714285714285714	0.12053571428571429	0.004464285714285714	0.13392857142857142	0.017857142857142856	0.004464285714285714	224	C2	0.013392857142857142	1	AR-130-168718
18	0.4262295081967213	0.3360655737704918	0.11475409836065574	0.09836065573770492	0.02459016393442623		0.2786885245901639	0.21311475409836064	0.05737704918032787	0.0	0.07377049180327869	0.00819672131147541	0.00819672131147541	122	A1	0.10655737704918032	1	AR-130-186196
